instruction,texts,labels
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Exactly these tamil people have rights to go to srilanka, bangalore, Kerala and live there.. But they won't let any other people in their state.. Irony 🤣",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,"Romba nallathu , mothalle vadakangalai tamizhu naatil irunthu anupividungal , athen piragurthaan thamizhargal pizhaipaargal.",1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,BBC க்கு எப்போதும் அடுத்தவனை நக்கறது தான் வேலை.,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,நிறுவனங்களுக்கும் வடக்கன்களுக்கும் சாதகமாக அரசு செயல் படுகிறது... தமிழன் நிலை என்ன,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,தமிழகம் மற்றும் திருப்பூர் என்று நிருபர் சொல்கிறார் திருப்பூர் தமிழ்நாட்டில் தானே உள்ளது,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Adhu seri... Ration card tharangale...! Adhu epdi??,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,இப்படி காசு பணம் வெச்சு இருக்கும் மாற்று மாநில மக்களுக்கு தொல்லை கொடுத்து இருப்பதை பிடுங்கிக் கொண்டு பிழைப்பு நடத்த வேண்டியது அவசியமாகிறது,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @shadowboy7218  ippdi irukkadhuku muzhu kaaranam avunga thappu nu Solla mudiyaathu...avinga government avingala yosikka vidamaa muttaalaaki vachutaanga....,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,thanthi chanal la vena vela kodunka   ..pavikala   manuchanada neega .manakedavangala. ethana complant vanthurukku vadakan mela...,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Oru nal Full tea ☕ kudzhi ye vellai saivanga. Ana namba allunga vellai slow and only  follow 💰.,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,அவங்க ஹோலி பண்டிகை கொண்டாட போறானுங்க அதுக்குப் போயி கதை விடுறீங்க,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Where do you work ? Why only Hindi? How many manufacturing sector in North India? Which region of states contributing more income to the country? Count me the region apart from Delhi and gurgaon???,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,Hi bro I'm from hosur as you said lot of girls have been came to hosur and they are occupied the college hostels which makes strict of college because of the girls we students can't bunk the class because of the girls hostel there are more than 15 watch man on duty for the safety of the north indian girls I'm not complaining about the girls but our Tamil students are seen very cheap and not allowed outside once you entered the college before the presence of girls there was no rules whenever we want we come and go and they are dressings are also not good that much I'm happy that they have not brought men's because they would have put vimal and many tobacco and split in every where they see,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,முக்குலத்தோர்தான் துளுவ வேளாள அகமுடையாரை தேவரினம்னு அறிவிக்க சொல்றாங்க..,0
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion., @deepakraja6153  yov mandaila moola edhadhu irrukaya enaya olaritu irruka unaku history cls edhuka la enaku time illaya..mudinja edhadhu padichi urupudi illa tharkuri thanama pesi vazkaiya waste pannu,1
Classify the given comment that can be in codemixed or codeswitched or romanized or mix of before there which is in Tamil language into 1 which is Hate Speech on Caste or Migrantion or 0 which is Not-Hate Speech on Caste or Migrantion.,டேய் நி வடகலை என்றால் வடக்கு பக்கம் போட இது தென்‌ பகுதி...,1
